Name,Status,Type,Creator,Date,Day_Start,Day_End,Month_Start,Month_Finish,Date_Start,Date_End,Year,Time_Start,Duration,Location,Going,Attendance,Date_Date_Excel,,lat,lon
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, AUGUST 30, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,AUGUST,August,30,30,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Polina Shuravina, Aleksandr Avramenko, Gleb Sinyavsky, Anton Podgorny, Gio Mushukia, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",11,"Sunday, August 30, 2015",,55.79736195,37.46118699
Tuesday Practice | Тренировка во вторник,Completed,Team Practice,Artur Ventsel,"TUESDAY, SEPTEMBER 1, 2015 AT 7:30 PM - 10:30 PM",TUESDAY,TUESDAY,SEPTEMBER,September,1,1,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","София Гастин, Denis Kudrin, Aleksandr Avramenko, Alexey Sukhanov, Anton Podgorny, Анастасия Кухтерина, Artur Ventsel",7,"Tuesday, September 1, 2015",,55.86781769,37.66009654
Thursday Practice | Тренировка в четверг,Completed,Team Practice,Artur Ventsel,"THURSDAY, SEPTEMBER 3, 2015 AT 7:30 PM - 10:30 PM",THURSDAY,THURSDAY,SEPTEMBER,September,3,3,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Alexandr Bovin, София Гастин, Dmitry Kupriyanov, Polina Shuravina, Aleksandr Avramenko, Alexey Sukhanov, Татьяна Стародубова, Vladislav Vereschagin, Gabriel Yegiazarov, Artur Ventsel, Timur Safiullin, Eugene Arkhipov, Artur Ventsel",11,"Thursday, September 3, 2015",,55.86781769,37.66009654
Saturday Practice | Тренировка в субботу,Completed,Team Practice,Artur Ventsel,"SATURDAY, SEPTEMBER 12, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,SEPTEMBER,September,12,12,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Dmitriy Khamin, Надежда Обрезкова, Anton Samsonov, Gabriel Yegiazarov, Анастасия Кухтерина, Artur Ventsel, Eugene Arkhipov",12,"Saturday, September 12, 2015",,55.79736195,37.46118699
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, SEPTEMBER 13, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,SEPTEMBER,September,13,13,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Dmitry Kupriyanov, Анастасия Кухтерина, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Alexey Sukhanov, Daniil Kulik, Надежда Обрезкова, Valeo Sosnov, Евгений Цуканов, Анастасия Кухтерина, Artur Ventsel, Tuyara Dayan-Pavlova, Eugene Arkhipov",16,"Sunday, September 13, 2015",,55.79736195,37.46118699
Tuesday Practice | Тренировка во вторник,Completed,Team Practice,Artur Ventsel,"TUESDAY, SEPTEMBER 15, 2015 AT 7:30 PM - 10:30 PM",TUESDAY,TUESDAY,SEPTEMBER,September,15,15,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Alexandr Bovin, Кирилл Мальцев, Alex Lane, Aleksandr Avramenko, Alexey Sukhanov, Надежда Обрезкова, Anton Samsonov, Artur Ventsel, Timur Safiullin",9,"Tuesday, September 15, 2015",,55.86781769,37.66009654
Thursday Practice | Тренировка в четверг,Completed,Team Practice,Artur Ventsel,"THURSDAY, SEPTEMBER 17, 2015 AT 7:30 PM - 10:30 PM",THURSDAY,THURSDAY,SEPTEMBER,September,17,17,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Alexandr Bovin, Кирилл Мальцев, Alex Lane, Aleksandr Avramenko, Alexey Sukhanov, Надежда Обрезкова, Vladislav Vereschagin, Artur Ventsel",8,"Thursday, September 17, 2015",,55.86781769,37.66009654
Saturday Practice | Тренировка в субботу,Completed,Team Practice,Artur Ventsel,"SATURDAY, SEPTEMBER 19, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,SEPTEMBER,September,19,19,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Alexandr Bovin, София Гастин, Dmitry Kupriyanov, Дамир Кудряков, Alex Lane, Olga Dyminskaya, Татьяна Стародубова, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",11,"Saturday, September 19, 2015",,55.79736195,37.46118699
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, SEPTEMBER 20, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,SEPTEMBER,September,20,20,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Alexandr Bovin, София Гастин, Дамир Кудряков, Alex Lane, Mary Shevchenko, Gleb Sinyavsky, Olga Dyminskaya, Alexey Sukhanov, Daniil Kulik, Anton Samsonov, Vladislav Vereschagin, Анастасия Кухтерина, Artur Ventsel, Gus Peters, Eugene Arkhipov",15,"Sunday, September 20, 2015",,55.79736195,37.46118699
Внутрикомандный  Сентябрьский Турнир День  первый ,Completed,Tournament,Artur Ventsel,"SATURDAY, SEPTEMBER 26, 2015 AT 1 PM - 3 PM",SATURDAY,SATURDAY,SEPTEMBER,September,26,26,2015,1:00 PM,Duration: 2 hr,"Олонецкий пр-д, д.5","Даниил Шевченко, Alexandr Bovin, София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Анастасия Кухтерина, Denis Kudrin, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Alexey Sukhanov, Nikolay Efimov, Dmitriy Khamin, Valeo Sosnov, Gio Mushukia, Anton Samsonov, Vladislav Vereschagin, Gabriel Yegiazarov, Eugene Arkhipov",30,"Saturday, September 26, 2015",,55.8795682,37.66555954
Внутрикомандный  Сентябрьский Турнир День  второй,Completed,Tournament,Artur Ventsel,"SUNDAY, SEPTEMBER 27, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,SEPTEMBER,September,27,27,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Alexandr Bovin, София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Alex Lane, Olga Dyminskaya, Alexey Sukhanov, Nikolay Efimov, Burbu Kuular, Valeo Sosnov, Anton Samsonov, Vladislav Vereschagin, Анастасия Кухтерина, Artur Ventsel, Eugene Arkhipov",17,"Sunday, September 27, 2015",,55.79736195,37.46118699
Thursday Practice | Тренировка в четверг,Completed,Team Practice,Artur Ventsel,"THURSDAY, OCTOBER 1, 2015 AT 7:30 PM - 10:30 PM",THURSDAY,THURSDAY,OCTOBER,October,1,1,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Alexandr Bovin, Alex Lane, Alexey Sukhanov, Анастасия Кухтерина, Artur Ventsel, Timur Safiullin",6,"Thursday, October 1, 2015",,55.86781769,37.66009654
Saturday Practice | Тренировка в субботу,Completed,Team Practice,Artur Ventsel,"SATURDAY, OCTOBER 3, 2015 AT 5 PM - 8 PM",SATURDAY,SATURDAY,OCTOBER,October,3,3,2015,5:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Кирилл Мальцев, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Daniil Kulik, Burbu Kuular, Anton Samsonov, Vladislav Vereschagin, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Timur Safiullin, Gus Peters, Eugene Arkhipov",17,"Saturday, October 3, 2015",,55.79736195,37.46118699
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, OCTOBER 4, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,OCTOBER,October,4,4,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Кирилл Мальцев, Анастасия Кухтерина, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Alexey Sukhanov, Daniil Kulik, Burbu Kuular, Vladislav Vereschagin, Konstantin Kravtsov, Artur Ventsel, Gus Peters, Eugene Arkhipov",16,"Sunday, October 4, 2015",,55.79736195,37.46118699
Tuesday Practice | Тренировка во вторник,Completed,Team Practice,Artur Ventsel,"TUESDAY, OCTOBER 6, 2015 AT 7:30 PM - 10:30 PM",TUESDAY,TUESDAY,OCTOBER,October,6,6,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Artur Ventsel, Alexandr Bovin, Aleksandr Avramenko, Alexey Sukhanov, Gabriel Yegiazarov, Timur Safiullin",6,"Tuesday, October 6, 2015",,55.86781769,37.66009654
Saturday Practice | Тренировка в субботу,Completed,Team Practice,Artur Ventsel,"SATURDAY, OCTOBER 10, 2015 AT 4 PM - 7 PM",SATURDAY,SATURDAY,OCTOBER,October,10,10,2015,4:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Artur Ventsel, Eugene Arkhipov, Даниил Шевченко, Alexandr Bovin, Alex Lane, Mary Shevchenko, Vladislav Vereschagin, Timur Safiullin, Gus Peters, Jack Stubbs",10,"Saturday, October 10, 2015",,55.79736195,37.46118699
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, OCTOBER 11, 2015 AT 12:30 PM - 3:30 PM",SUNDAY,SUNDAY,OCTOBER,October,11,11,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Artur Ventsel, Eugene Arkhipov, Даниил Шевченко, Alexandr Bovin, Aleksandr Avramenko, Olga Dyminskaya, Alexey Sukhanov, Daniil Kulik, Vladislav Vereschagin, Daniil Vlasenko",10,"Sunday, October 11, 2015",,55.79736195,37.46118699
Tuesday Practice | Тренировка во вторник,Completed,Team Practice,Artur Ventsel,"TUESDAY, OCTOBER 13, 2015 AT 7:30 PM - 10:30 PM",TUESDAY,TUESDAY,OCTOBER,October,13,13,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Artur Ventsel, Alexandr Bovin, София Гастин, Aleksandr Avramenko, Alexey Sukhanov, Anton Podgorny",6,"Tuesday, October 13, 2015",,55.86781769,37.66009654
Thursday Practice | Тренировка в четверг,Completed,Team Practice,Artur Ventsel,"THURSDAY, OCTOBER 15, 2015 AT 7:30 PM - 10:30 PM",THURSDAY,THURSDAY,OCTOBER,October,15,15,2015,7:30 PM,Duration: 3 hr,"Ул. Ленская, 24","Artur Ventsel, Alexandr Bovin, Кирилл Мальцев, Gleb Sinyavsky, Alexey Sukhanov, Burbu Kuular, Timur Safiullin",7,"Thursday, October 15, 2015",,55.86781769,37.66009654
Saturday Practice | Тренировка в субботу,Completed,Team Practice,Artur Ventsel,"SATURDAY, OCTOBER 17, 2015 AT 4 PM - 7 PM",SATURDAY,SATURDAY,OCTOBER,October,17,17,2015,4:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Кирилл Мальцев, Dmitry Kupriyanov, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Evgeny Zheltikov, Anton Podgorny, Daniil Kulik, Nikolay Efimov, Burbu Kuular, Dmitriy Khamin, Vladislav Vereschagin, Artur Ventsel, Timur Safiullin, Hidenori Morii, Eugene Arkhipov, Artur Ventsel",16,"Saturday, October 17, 2015",,55.79736195,37.46118699
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, OCTOBER 18, 2015 AT 12 PM - 3 PM",SUNDAY,SUNDAY,OCTOBER,October,18,18,2015,12:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Alexandr Bovin, София Гастин, Кирилл Мальцев, Denis Kudrin, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Nick Ecvols, Alexey Sukhanov, Nikolay Efimov, Burbu Kuular, Anton Samsonov, Vladislav Vereschagin, Евгений Цуканов, Daniil Vlasenko, Konstantin Kravtsov, Artur Ventsel, Timur Safiullin, Eugene Arkhipov",22,"Sunday, October 18, 2015",,55.79736195,37.46118699
Sunday Practice,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, NOVEMBER 1, 2015 AT 1 PM",SUNDAY,SUNDAY,NOVEMBER,November,1,1,2015,1:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Alexandr Bovin, Кирилл Мальцев, Dmitry Kupriyanov, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Anton Podgorny, Daniil Kulik, Nikolay Efimov, Gabriel Yegiazarov, Timur Safiullin, Tuyara Dayan-Pavlova, Alexander Zarubin",14,"Sunday, November 1, 2015",,55.79736195,37.46118699
Wednesday Practice | Тренировка в среду,Completed,Team Practice,Artur Ventsel,"WEDNESDAY, NOVEMBER 4, 2015 AT 12 PM - 3 PM",WEDNESDAY,WEDNESDAY,NOVEMBER,November,4,4,2015,12:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даниил Шевченко, Alexandr Bovin, Dmitry Kupriyanov, Gleb Sinyavsky, Olga Dyminskaya, Nikolay Efimov, Dmitriy Khamin, Valeo Sosnov, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Alexander Fomichev, Artur Ventsel, Timur Safiullin, Chase Philpot, Alexander Zarubin, Eugene Arkhipov",17,"Wednesday, November 4, 2015",,55.79736195,37.46118699
Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, NOVEMBER 8, 2015 AT 12:30 PM",SUNDAY,SUNDAY,NOVEMBER,November,8,8,2015,12:30 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Dmitry Kupriyanov, Alex Lane, Gleb Sinyavsky, Olga Dyminskaya, Alexey Sukhanov, Daniil Kulik, Nikolay Efimov, Burbu Kuular, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Tuyara Dayan-Pavlova, Hidenori Morii, Jack Stubbs, Eugene Arkhipov",15,"Sunday, November 8, 2015",,55.79736195,37.46118699
Московская Лига Лакросса. I тур.,Completed,Tournament,Artur Ventsel,"SUNDAY, NOVEMBER 15, 2015 AT 1 PM - 4:30 PM",SUNDAY,SUNDAY,NOVEMBER,November,15,15,2015,1:00 PM,Duration: 3 hr 30 min,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Даниил Шевченко, Alexandr Bovin, София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Evgeny Zheltikov, Olga Dyminskaya, Nick Ecvols, Ildar Isa, Anton Podgorny, Daniil Kulik, Nikolay Efimov, Dmitriy Khamin, Valeo Sosnov, Gio Mushukia, Eugene Arkhipov",31,"Sunday, November 15, 2015",,55.65179775,37.49585776
Russia at Riga Lacrosse Open 15,Completed,Tournament,Artur Ventsel,"SATURDAY, NOV 28, 2015 AT 12 PM - NOV 29, 2015 AT 6 PM UTC+03",SATURDAY,SUNDAY,NOVEMBER,November,28,29,2015,12:00 PM,Duration: 2 days,"Riga, Latvia",10 people responded Going,10,"Saturday, November 28, 2015",,56.9493977,24.1051846
6.12.2015 Sunday Practice | Тренировка в воскресенье,Completed,Team Practice,Artur Ventsel,"SUNDAY, DECEMBER 6, 2015 AT 1 PM - 3 PM",SUNDAY,SUNDAY,DECEMBER,December,6,6,2015,1:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Damir Kudryakov, Dmitry Kupriyanov, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Ildar Isa, Alexey Sukhanov, Daniil Kulik, Nikolay Efimov, Burbu Kuular, Dmitriy Khamin, Leonid Belokopytov, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Daniil Vlasenko, Alexander Fomichev, Artur Ventsel, Timur Safiullin, Alexander Zarubin, Eugene Arkhipov, Artur Ventsel",21,"Sunday, December 6, 2015",,55.65179775,37.49585776
Московская Лига Лакросса. II тур,Completed,Tournament,Artur Ventsel,"SUNDAY, DECEMBER 13, 2015 AT 5 PM - 7:30 PM",SUNDAY,SUNDAY,DECEMBER,December,13,13,2015,5:00 PM,Duration: 2 hr 30 min,"Лиственничная аллея, д. 12/2","Damir Kudryakov, Даниил Шевченко, София Гастин, Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Gleb Sinyavsky, Olga Dyminskaya, Nick Ecvols, Daniil Kulik, Nikolay Efimov, Dmitriy Khamin, Vladimir Yerakhtorin, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Daniil Vlasenko, Eugene Arkhipov",27,"Sunday, December 13, 2015",,55.83470298,37.5624173
Morning Training,Completed,Team Practice,Eugene Arkhipov,"WEDNESDAY, DECEMBER 23, 2015 AT 10 AM - 12 PM",WEDNESDAY,WEDNESDAY,DECEMBER,December,23,23,2015,10:00 AM,Duration: 2 hr,ул. васильевская 5,"Daniil Vlasenko, Eugene Arkhipov",2,"Wednesday, December 23, 2015",,55.77094746,37.58513375
Morning Training,Completed,Team Practice,Eugene Arkhipov,"THURSDAY, DECEMBER 24, 2015 AT 10 AM - 12 PM",THURSDAY,THURSDAY,DECEMBER,December,24,24,2015,10:00 AM,Duration: 2 hr,ул. васильевская 5,"Daniil Vlasenko, Eugene Arkhipov",2,"Thursday, December 24, 2015",,55.77094746,37.58513375
Morning Training,Completed,Team Practice,Eugene Arkhipov,"FRIDAY, DECEMBER 25, 2015 AT 11 AM - 1 PM",FRIDAY,FRIDAY,DECEMBER,December,25,25,2015,11:00 AM,Duration: 2 hr,ул. васильевская 5,"Евгений Цуканов, Daniil Vlasenko, Eugene Arkhipov",3,"Friday, December 25, 2015",,55.77094746,37.58513375
Morning Training,Completed,Team Practice,Eugene Arkhipov,"SATURDAY, DECEMBER 26, 2015 AT 1 PM",SATURDAY,SATURDAY,DECEMBER,December,26,26,2015,1:00 PM,Duration: 2 hr,ул. васильевская 5,"Nick Ecvols, Daniil Vlasenko, Eugene Arkhipov",3,"Saturday, December 26, 2015",,55.77094746,37.58513375
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, DECEMBER 27, 2015 AT 1:30 PM - 3:30 PM",SUNDAY,SUNDAY,DECEMBER,December,27,27,2015,1:30 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Damir Kudryakov, Aleksandr Avramenko, Olga Dyminskaya, Nick Ecvols, Vladimir Yerakhtorin, Nikita Konogorskiy, Konstantin Kravtsov, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",10,"Sunday, December 27, 2015",,55.65179775,37.49585776
Встреча в антикафе,Completed,Team Building,Artur Ventsel,"THURSDAY, JANUARY 7, 2016 AT 5 PM",THURSDAY,THURSDAY,JANUARY,January,7,7,2016,5:00 PM,Duration: 3 hr,"ул. Мясницкая, д.17, стр. 2","Aleksandr Avramenko, Gleb Sinyavsky, Nick Ecvols, Daniil Kulik, Artur Ventsel",5,"Thursday, January 7, 2016",,55.763771,37.634721
Московская Лига Лакросса. III тур.,Completed,Tournament,Artur Ventsel,"SUNDAY, JANUARY 17, 2016 AT 3 PM - 5:30 PM",SUNDAY,SUNDAY,JANUARY,January,17,17,2016,3:00 PM,Duration: 2 hr 30 min,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alexandr Bovin, София Гастин, Dmitry Kupriyanov, Alex Lane, Aleksandr Avramenko, Olga Dyminskaya, Ildar Isa, Daniil Kulik, Nikolay Efimov, Dmitriy Khamin, Vladimir Yerakhtorin, Anton Samsonov, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Alexander Fomichev, Konstantin Kravtsov, Artur Ventsel, Gus Peters, Hidenori Morii, Eugene Arkhipov",21,"Sunday, January 17, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JANUARY 24, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,JANUARY,January,24,24,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alexandr Bovin, Борис Ремизов, Aleksandr Avramenko, Vladislav Vereschagin, Ее Ее, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",8,"Sunday, January 24, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, JANUARY 31, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,JANUARY,January,31,31,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Aleksandr Avramenko, Nick Ecvols, Anton Samsonov, Vladislav Vereschagin, Антон Антон, Ее Ее, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",9,"Sunday, January 31, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, FEBRUARY 7, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,FEBRUARY,February,7,7,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Dmitry Kupriyanov, Alex Lane, Anton Samsonov, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Alexander Zarubin, Eugene Arkhipov",10,"Sunday, February 7, 2016",,55.65179775,37.49585776
Winter Lacrosse Cup,Completed,Tournament,Artur Ventsel,"SATURDAY, FEBRUARY 13, 2016 AT 4 PM - 6 PM",SATURDAY,SATURDAY,FEBRUARY,February,13,13,2016,4:00 PM,Duration: 2 hr,"Обуховской Обороны, 105","Alexandr Bovin, Aleksandr Avramenko, Nick Ecvols, Alexey Sukhanov, Vladislav Vereschagin, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Gus Peters, Alexander Zarubin, Eugene Arkhipov",11,"Saturday, February 13, 2016",,59.8954695,30.4340627
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, FEBRUARY 21, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,FEBRUARY,February,21,21,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alexandr Bovin, София Гастин, Dmitry Kupriyanov, Alex Lane, Aleksandr Avramenko, Olga Dyminskaya, Vladislav Vereschagin, Gabriel Yegiazarov, Евгений Цуканов, Artur Ventsel, Olga Churakova, Zach Cowan, Alexander Zarubin, Eugene Arkhipov",14,"Sunday, February 21, 2016",,55.65179775,37.49585776
Московская Лига Лакросса. IV тур.,Completed,Tournament,Artur Ventsel,"SUNDAY, FEBRUARY 28, 2016 AT 3 PM",SUNDAY,SUNDAY,FEBRUARY,February,28,28,2016,3:00 PM,Duration: 2 hr 30 min,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alexandr Bovin, София Гастин, Dmitry Kupriyanov, Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Nick Ecvols, Ildar Isa, Alexey Sukhanov, Daniil Kulik, Nikolay Efimov, Dmitriy Khamin, Valeo Sosnov, Vladimir Yerakhtorin, Gabriel Yegiazarov, Евгений Цуканов, Konstantin Kravtsov, Artur Ventsel, Tuyara Dayan-Pavlova, Eugene Arkhipov",24,"Sunday, February 28, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, MARCH 6, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,MARCH,March,6,6,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alex Lane, Olga Dyminskaya, Nick Ecvols, Vladimir Yerakhtorin, Vladislav Vereschagin, Artur Ventsel, Timur Safiullin, Olga Churakova, Alexander Zarubin, Eugene Arkhipov",10,"Sunday, March 6, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, MARCH 13, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,MARCH,March,13,13,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alex Lane, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Daniil Kulik, Vladislav Vereschagin, Янина Сафарян, Евгений Цуканов, Konstantin Kravtsov, Artur Ventsel, Timur Safiullin, Alexander Zarubin, Eugene Arkhipov",13,"Sunday, March 13, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, MARCH 20, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,MARCH,March,20,20,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Aleksandr Avramenko, Olga Dyminskaya, Nick Ecvols, Dmitriy Khamin, Vladislav Vereschagin, Gabriel Yegiazarov, Янина Сафарян, Евгений Цуканов, Artur Ventsel, Olga Churakova, Alexander Zarubin, Eugene Arkhipov",12,"Sunday, March 20, 2016",,55.65179775,37.49585776
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, MARCH 27, 2016 AT 3 PM - 5 PM",SUNDAY,SUNDAY,MARCH,March,27,27,2016,3:00 PM,Duration: 2 hr,"улица Миклухо-Маклая 4, Москва, Россия, 117198","Alexandr Bovin, Dmitry Kupriyanov, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Vladislav Vereschagin, Евгений Цуканов, Artur Ventsel, Olga Churakova, Valeriy Severukhin, Eugene Arkhipov",11,"Sunday, March 27, 2016",,55.65179775,37.49585776
Тренировка в субботу | Saturday Practice,Completed,Team Practice,Artur Ventsel,"SATURDAY, APRIL 2, 2016 AT 4:30 PM - 7 PM",SATURDAY,SATURDAY,APRIL,April,2,2,2016,4:30 PM,Duration: 2 hr 30 min,"Ул. Рогова, 12к1","Alexandr Bovin, Aleksandr Avramenko, Olga Dyminskaya, Nick Ecvols, Philipp Chirkov, Dmitriy Khamin, Vladislav Vereschagin, Gabriel Yegiazarov, Daniil Vlasenko, Artur Ventsel, Valeriy Severukhin, Gus Peters, Eugene Arkhipov",13,"Saturday, April 2, 2016",,55.79736195,37.46118699
Тренировка в воскресенье | Sunday Practice,Completed,Team Practice,Artur Ventsel,"SUNDAY, APRIL 3, 2016 AT 1 PM - 4 PM",SUNDAY,SUNDAY,APRIL,April,3,3,2016,1:00 PM,Duration: 3 hr,"Ул. Рогова, 12к1","Даря Воршева, Alexandr Bovin, Dmitry Kupriyanov, Mary Shevchenko, Aleksandr Avramenko, Olga Dyminskaya, Nick Ecvols, Daniil Kulik, Philipp Chirkov, Dmitriy Khamin, Sergey Matyukhin, Vladislav Vereschagin, Gabriel Yegiazarov, Nikita Konogorskiy, Евгений Цуканов, Daniil Vlasenko, Artur Ventsel, Eugene Arkhipov",18,"Sunday, April 3, 2016",,55.79736195,37.46118699
